Product Name,Brand Name,Breadcrumbs,Art,Lev.Art,Price,Recommended Price,Short Description,Description,Color,Picture,Variant Images,Properties,Brand Information,MetaTitle,MetaDescription,Website
Pullo Bottle Termosflaska Butter,OYOY,Glas,337388,L300841,192kr,320kr,Pullo termosflaska från OYOY med en praktisk design i rostfritt stål perfekt för både varma och kalla drycker.,"<div>Termosflaskan från OYOY har en praktisk design i rostfritt stål perfekt för både varma och kalla drycker.  Perfekt för utomhusaktiviteter.<br/><br/> <h2>Om termosflaskan från OYOY</h2><br/>- Tillverkad av rostfritt stål.<br/>- Kapacitet: 52 cl.<br/>- Höjd: 224 mm.<br/>- Diameter: 68 mm.<br/>- Hot: up to  6 hours, Cold: for up to 12 hours.<br/><br/><br/></div>",Butter,https://media.royaldesign.se/1/oyoy-pullo-bottle-8?quality=80&w=800,https://media.royaldesign.se/1/oyoy-pullo-bottle-8?quality=80&w=800,"Produktinformation_Artikelnummer_337388,Produktinformation_Lev. artikelnummer_L300841,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Butter,Produktinformation_Material_Rostfritt stål, Silikon,Produktinformation_Kapacitet_52 cl,Produktinformation_Diameter_6.8 cm,Produktinformation_Höjd_22.4 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Pullo Bottle Termosflaska Butter från OYOY | NordicDetails.se,Pullo termosflaska från OYOY med en praktisk design i rostfritt stål perfekt för både varma och kalla drycker. ✓ Trygg leverans ✓ Flexibel betalning,https://royaldesign.se/pullo-termosflaska?p=337388
"Yuka Glas 2-pack, Gul",OYOY,Glas,385021,L301053,190kr,380kr,Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.,<div>Glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.  Varje artikel är unik tack vare den handgjorda designen.<br/><br/> <h2>Om glaset från OYOY</h2><br/>- Yuka Swirl uppskattas för den konstnärliga designen.<br/>- Från serien Yuka.<br/>- Tillverkat av glas.<br/>- Säljs i 2-pack.<br/>- Glaset finns i  olika färger.<br/></div>,Gul,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-0?quality=80&w=800,"Produktinformation_Artikelnummer_385021,Produktinformation_Lev. artikelnummer_L301053,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Antal i förpackning_2,Produktinformation_Färg_Gul,Produktinformation_Material_Glas,Produktinformation_Diameter_7 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Yuka Glas 2-pack, Gul från OYOY | NordicDetails.se",Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster. ✓ Trygg leverans,https://royaldesign.se/yuka-swirl-glas-2-pack?p=385021
"Yuka Groove Glas 2-pack, Klar",OYOY,Glas,385025,L301052,165kr,330kr,Yuka Groove glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion.,<div>Glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion.  Varje artikel är unik tack vare den handgjorda designen.<br/><br/> <h2>Om glaset från OYOY</h2><br/>- Yuka Groove uppskattas för den konstnärliga designen.<br/>- Från serien Yuka.<br/>- Tillverkat av glas.<br/>- Säljs i 2-pack.<br/></div>,,https://media.royaldesign.se/1/oyoy-yuka-groove-glass-2-pack-clear-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-yuka-groove-glass-2-pack-clear-0?quality=80&w=800,"Produktinformation_Artikelnummer_385025,Produktinformation_Lev. artikelnummer_L301052,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Antal i förpackning_2,Produktinformation_Färg_Klar,Produktinformation_Material_Glas,Produktinformation_Diameter_7 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Yuka Groove Glas 2-pack, Klar från OYOY | NordicDetails.se",Yuka Groove glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/yuka-groove-glas-2-pack-klar
"Raita Handduk 100x50 cm, Caramel/Cloud",OYOY,Badrumstextilier,328103,L300115,124kr,310kr,"Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck.","<div>Handduken från OYOY är tillverkad av mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. <br/><br/> <h2>Om handduken från OYOY</h2><br/>- Finns i flera storlekar.<br/>- Finns i flera färger.<br/>- Tillverkad i Portugal.<br/><br/> <h2>Skötselråd för handduken</h2><br/>- Tvättas i 60°C.<br/><br/><br/><br/></div>",50x100,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-10?quality=80&w=800,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-10?quality=80&w=800,"Produktinformation_Artikelnummer_328103,Produktinformation_Lev. artikelnummer_L300115,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Karamell, Cloud,Produktinformation_Storlek_50x100,Produktinformation_Tillverkad i_Portugal",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Raita Handduk 100x50 cm, Caramel/Cloud från OYOY | NordicDetails.se","Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/raita-handduk?p=328103
"Savi Ljusstake Small, Beige",OYOY,Ljusstakar & Ljuslyktor,337329,L300758,321kr,460kr,"Savi ljusstake från OYOY med en elegant design i marmor med en vacker, polerad yta.","<div>Ljusstaken från OYOY har en elegant design i marmor med en vacker, polerad yta.  Perfekt för att skapa en mysig stämning i vilket rum som helst.<br/><br/> <h2>Om ljusstaken från OYOY</h2><br/>- Tillverkad av marmor.<br/>- Produkten är tillverkad av naturligt material, vilket gör varje exemplar unikt.<br/>- Höjd: 40 mm.<br/>- Diameter: 100 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-savi-marble-candleholder-small-4?quality=80&w=800,https://media.royaldesign.se/1/oyoy-savi-marble-candleholder-small-4?quality=80&w=800,"Produktinformation_Artikelnummer_337329,Produktinformation_Lev. artikelnummer_L300758,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Beige,Produktinformation_Material_Marmor,Produktinformation_Diameter_10 cm,Produktinformation_Höjd_4 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Savi Ljusstake Small, Beige från OYOY | NordicDetails.se","Savi ljusstake från OYOY med en elegant design i marmor med en vacker, polerad yta. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/savi-ljusstake-small?p=337329
Billy Dinosaur Gosedjur,OYOY,Barnrumsinredning,337357,M107342,360kr,600kr,Billy Dinosaur gosedjur från OYOY med en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.,<div>Gosedjuret från OYOY har en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.  Välj mellan olika figurer.<br/><br/> <h2>Om gosedjuret från OYOY</h2><br/>- Söt design.<br/>- Mjuk stoppning.<br/>- Passar för 0+ år.<br/>- Gosedjuret passar bra i barnrummet.<br/><br/><br/></div>,,https://media.royaldesign.se/1/oyoy-billy-dinosaur-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-billy-dinosaur-0?quality=80&w=800,"Produktinformation_Artikelnummer_337357,Produktinformation_Lev. artikelnummer_M107342,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Saffran,Produktinformation_Material_Bomull, Polyester,Produktinformation_Bredd_16.5 cm,Produktinformation_Höjd_1.6 cm,Produktinformation_Längd_41 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Billy Dinosaur Gosedjur från OYOY | NordicDetails.se,Billy Dinosaur gosedjur från OYOY med en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.,https://royaldesign.se/billy-dinosaur-gosedjur
"Yuka Glas 2-pack, Blå",OYOY,Glas,385024,L301056,266kr,380kr,Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.,<div>Glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.  Varje artikel är unik tack vare den handgjorda designen.<br/><br/> <h2>Om glaset från OYOY</h2><br/>- Yuka Swirl uppskattas för den konstnärliga designen.<br/>- Från serien Yuka.<br/>- Tillverkat av glas.<br/>- Säljs i 2-pack.<br/>- Glaset finns i  olika färger.<br/></div>,Blå,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-12?quality=80&w=800,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-12?quality=80&w=800,"Produktinformation_Artikelnummer_385024,Produktinformation_Lev. artikelnummer_L301056,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Antal i förpackning_2,Produktinformation_Färg_Blå,Produktinformation_Material_Glas,Produktinformation_Diameter_7 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Yuka Glas 2-pack, Blå från OYOY | NordicDetails.se",Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster. ✓ Trygg leverans,https://royaldesign.se/yuka-swirl-glas-2-pack?p=385024
Dot Matta Off-white 140x200 cm,OYOY,Mattor,337386,L300827,2962kr,4900kr,"Dot matta från OYOY med en enkel, stilren design i ullblandning med eleganta tofsar i hörnen, en varm, naturlig färg och ett prickigt, diskret mönster som harmoniskt smälter in i hemmet.","<div>Matta från OYOY med en enkel, stilren design i ullblandning med eleganta tofsar i hörnen, en varm, naturlig färg och ett prickigt, diskret mönster som harmoniskt smälter in i hemmet.  Perfekt för vardagsrummet, sovrummet eller barnrummet.<br/><br/> <h2>Om mattan från OYOY</h2><br/>- 20% bomull.<br/>- 80% ull.<br/></div>",,https://media.royaldesign.se/1/oyoy-dot-rug-small-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-dot-rug-small-0?quality=80&w=800,"Produktinformation_Artikelnummer_337386,Produktinformation_Lev. artikelnummer_L300827,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Off-White,Produktinformation_Material_Ull, Bomull,Produktinformation_Storlek_140x200,Produktinformation_Bredd_140 cm,Produktinformation_Längd_200 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Dot Matta Off-white 140x200 cm från OYOY | NordicDetails.se,Köp Dot Matta Off-white från OYOY - alltid till rätt pris! ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/dot-matta-off-white?p=337386
"Kojo Vas 20 cm, Rose",OYOY,Dekoration,337343,L300908,480kr,800kr,"Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.","<div>Vasen från OYOY har en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.  Det omsorgsfulla hantverket gör varje produkt unik och innebär att små variationer kan förekomma. Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om vasen från OYOY</h2><br/>- Elegant design.<br/>- Tillverkad av munblåst glas.<br/>- Vasen finns i  olika färger.<br/>- Från serien Kojo.<br/><br/> <h2>Skötselråd för vasen</h2><br/>- Endast handdisk.<br/><br/><br/><br/></div>",Ros,https://media.royaldesign.se/1/oyoy-kojo-vase-small-4?quality=80&w=800,https://media.royaldesign.se/1/oyoy-kojo-vase-small-4?quality=80&w=800,"Produktinformation_Artikelnummer_337343,Produktinformation_Lev. artikelnummer_L300908,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Ros,Produktinformation_Material_Glas,Produktinformation_Diameter_19.5 cm,Produktinformation_Höjd_20 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kojo Vas 20 cm, Rose från OYOY | NordicDetails.se","Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar. ✓ Trygg leverans",https://royaldesign.se/kojo-vas-20-cm?p=337343
Yummy Termosflaska Banana,OYOY,Glas,337335,M107387,231kr,330kr,"Yummy termosflaska från OYOY med en praktisk design i aluminium perfekt för barn, för picknicken och för utomhusaktiviteter.","<div>Termosflaskan från OYOY har en praktisk design i aluminium perfekt för barn, för picknicken och för utomhusaktiviteter.  Kombinera med andra delar i serien och skapa din personliga stil.<br/><br/> <h2>Om termosflaskan från OYOY</h2><br/>- Tillverkad av aluminium.<br/>- Från serien Yummy.<br/>- Kapacitet: 36 cl.<br/>- Höjd: 187 mm.<br/>- Diameter: 73 mm.<br/>- Hot: up to  6 hours, Cold: for up to 12 hours.<br/><br/><br/></div>",Yummy Termosflaska Banana,https://media.royaldesign.se/1/oyoy-yummy-bottle-4?quality=80&w=800,https://media.royaldesign.se/1/oyoy-yummy-bottle-4?quality=80&w=800,"Produktinformation_Artikelnummer_337335,Produktinformation_Lev. artikelnummer_M107387,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Beige,Produktinformation_Material_Aluminium,Produktinformation_Diameter_7.3 cm,Produktinformation_Höjd_18.7 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Yummy Termosflaska Banana från OYOY | NordicDetails.se,"Yummy termosflaska från OYOY med en praktisk design i aluminium perfekt för barn, för picknicken och för utomhusaktiviteter. ✓ Trygg leverans",https://royaldesign.se/yummy-termosflaska?p=337335
"Kojo Vas 20 cm, Lavendel",OYOY,Dekoration,337342,L300907,240kr,800kr,"Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.","<div>Vasen från OYOY har en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.  Det omsorgsfulla hantverket gör varje produkt unik och innebär att små variationer kan förekomma. Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om vasen från OYOY</h2><br/>- Elegant design.<br/>- Tillverkad av munblåst glas.<br/>- Vasen finns i  olika färger.<br/>- Från serien Kojo.<br/><br/> <h2>Skötselråd för vasen</h2><br/>- Endast handdisk.<br/><br/><br/><br/></div>",Lavendel,https://media.royaldesign.se/1/oyoy-kojo-vase-small-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-kojo-vase-small-0?quality=80&w=800,"Produktinformation_Artikelnummer_337342,Produktinformation_Lev. artikelnummer_L300907,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Lavendel,Produktinformation_Material_Glas,Produktinformation_Diameter_19.5 cm,Produktinformation_Höjd_20 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kojo Vas 20 cm, Lavendel från OYOY | NordicDetails.se","Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar. ✓ Trygg leverans",https://royaldesign.se/kojo-vas-20-cm?p=337342
"Saga Vase Vas, Brun",OYOY,Dekoration,337290,L300588,180kr,600kr,"Saga Vase vas från OYOY med en dekorativ, rundad form i stengods perfekt för växter och blommor.","<div>Vasen från OYOY har en dekorativ, rundad form i stengods perfekt för växter och blommor. <br/><br/> <h2>Om vasen från OYOY</h2><br/>- Tillverkad av stengods.<br/>- Variationer i utseendet kan förekomma.<br/>- Kombinera vasen med en saga kruka från OYOY.<br/>- Höjd: 205 mm.<br/>- Diameter: 135 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-saga-vase-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-saga-vase-0?quality=80&w=800,"Produktinformation_Artikelnummer_337290,Produktinformation_Lev. artikelnummer_L300588,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Brun,Produktinformation_Material_Stengods,Produktinformation_Diameter_13.5 cm,Produktinformation_Höjd_20.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Saga Vase Vas, Brun från OYOY | NordicDetails.se","Saga Vase vas från OYOY med en dekorativ, rundad form i stengods perfekt för växter och blommor. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/saga-vase-vas?p=337290
"Tippetop Ljusstake No 2, Svart",OYOY,Ljusstakar & Ljuslyktor,184997,1100167,176kr,586kr,Tippetop Ljusstake No 2 från OYOY är en elegant ljusstake i svart finish. Skapar en stilfull atmosfär i ditt hem. Perfekt för ljusstakar i olika storlekar.,"<div><p>Tippetop Ljusstake No 2 från OYOY är en elegant ljusstake i svart färg som passar perfekt för att skapa en stämningsfull atmosfär i ditt hem. Den är designad för att ge en modern touch till ditt rum och skapad med omsorg om detaljer
<br/>
<h2>Om Tippetop Ljusstake No 2:</h2>
<ul>
<li>Tillverkad av högkvalitativt material för hållbarhet.</li>
<li>Enkel och stilren design som passar alla inredningsstilar.</li>
<li>Den svarta färgen ger en sofistikerad känsla till ljusstaken.</li>
<li>Passar både för vardagsbruk och speciella tillfällen.</li>
</ul>
<br/>
<p>Tippetop Ljusstake No 2 är perfekt för de som uppskattar enkelhet och elegans i sitt hem. Dess svarta färg och stilrena design gör den till ett utmärkt val för att skapa en mysig atmosfär i rummet
<br/>
<h2>Om OYOY:</h2>
<p>OYOY är ett varumärke känt för sin innovativa design och fokus på kvalitet. Med en passion för skandinavisk estetik strävar OYOY efter att skapa produkter som förenar funktion med stil och skapar en varm och inbjudande atmosfär i hemmet</p></p></p></div>",,https://media.royaldesign.se/1/oyoy-tippetop-ljusstake-no-2-svart-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-tippetop-ljusstake-no-2-svart-0?quality=80&w=800,"Produktinformation_Artikelnummer_184997,Produktinformation_Lev. artikelnummer_1100167,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Svart,Produktinformation_Material_Bok,Produktinformation_Diameter_11 cm,Produktinformation_Höjd_9.2 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Tippetop Ljusstake No 2, Svart från OYOY | NordicDetails.se",Tippetop Ljusstake No 2 från OYOY är en elegant ljusstake i svart finish. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/tippetop-ljusstake-no-2-svart
"Malle Mushroom Matta 75x77 cm, Röd",OYOY,Barntextilier,328133,M107160,450kr,900kr,"Malle Mushroom matta från OYOY i mjuk, tätvävd ullblandning med ett lekfullt motiv perfekt för barnrummet.","<div>Mattan från OYOY är tillverkad av mjuk, tätvävd ullblandning med ett lekfullt motiv perfekt för barnrummet. <br/><br/> <h2>Om mattan från OYOY</h2><br/>- Bredd: 770 mm.<br/>- Längd: 750 mm.<br/><br/> <h2>Skötselråd för mattan</h2><br/>- Endast fläcktvätt.<br/>- Rengör med dammsugare.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-malle-mushroom-rug-red-0?quality=80&w=800,,"Produktinformation_Artikelnummer_328133,Produktinformation_Lev. artikelnummer_M107160,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Röd,Produktinformation_Material_Ull, Bomull,Produktinformation_Storlek_75x77,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Skumtvätt,Produktinformation_Bredd_77 cm,Produktinformation_Längd_75 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Malle Mushroom Matta 75x77 cm, Röd från OYOY | NordicDetails.se","Malle Mushroom matta från OYOY i mjuk, tätvävd ullblandning med ett lekfullt motiv perfekt för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/malle-mushroom-matta-75x77-cm-rod
"Hopsi Rabbit Matta 76x100 cm, Off-white",OYOY,Barntextilier,328134,M107159,525kr,1050kr,"Hopsi Rabbit matta från OYOY i mysig, tätvävd ullblandning med ett sött motiv perfekt för barnrummet.","<div>Mattan från OYOY är tillverkad av mysig, tätvävd ullblandning med ett sött motiv perfekt för barnrummet. <br/><br/> <h2>Om mattan från OYOY</h2><br/>- Bredd: 760 mm.<br/>- Längd: 1000 mm.<br/><br/> <h2>Skötselråd för mattan</h2><br/>- Endast fläcktvätt.<br/>- Rengör med dammsugare.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-hopsi-rabbit-rug-offwhite-0?quality=80&w=800,,"Produktinformation_Artikelnummer_328134,Produktinformation_Lev. artikelnummer_M107159,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Off-White,Produktinformation_Material_Ull, Bomull,Produktinformation_Storlek_76x100,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Skumtvätt,Produktinformation_Bredd_76 cm,Produktinformation_Längd_100 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Hopsi Rabbit Matta 76x100 cm, Off-white från OYOY | NordicDetails.se","Hopsi Rabbit matta från OYOY i mysig, tätvävd ullblandning med ett sött motiv perfekt för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/hopsi-rabbit-matta-76x100-cm-off-white
"Mizu Vattenkaraff Vit,",OYOY,Vatten Kaffe & Te,328062,L300551,210kr,700kr,"Mizu vattenkaraff från OYOY med ett elegant, modernt uttryck med vita ränder för alla hem och stilar.","<div>Vattenkaraffen från OYOY har ett elegant, modernt uttryck med vita ränder för alla hem och stilar. Den är tillverkad av munblåst glas med en ergonomisk, lättanvänd form. <br/><br/> <h2>Om vattenkaraffen från OYOY</h2><br/>- Kombinera vattenkaraffen med Mizu dricksglas från OYOY.<br/>- Diameter: 100 mm.<br/>- Höjd: 230 mm.<br/><br/> <h2>Skötselråd för vattenkaraffen</h2><br/>- Tål diskmaskin.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-mizu-water-carafe-clear-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-mizu-water-carafe-clear-0?quality=80&w=800,"Produktinformation_Artikelnummer_328062,Produktinformation_Lev. artikelnummer_L300551,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Vit, Klar,Produktinformation_Material_Glas,Produktinformation_Tillverkad i_Kina,Produktinformation_Tål maskindisk_Ja,Produktinformation_Diameter_10 cm,Produktinformation_Höjd_23 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Mizu Vattenkaraff Vit, från OYOY | NordicDetails.se","Mizu vattenkaraff från OYOY med ett elegant, modernt uttryck med vita ränder för alla hem och stilar. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/mizu-vattenkaraff-vit
"Kojo Vas 25 cm, Lavendel",OYOY,Dekoration,337341,L300905,780kr,1300kr,"Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.","<div>Vasen från OYOY har en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.  Det omsorgsfulla hantverket gör varje produkt unik och innebär att små variationer kan förekomma. Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om vasen från OYOY</h2><br/>- Elegant design.<br/>- Tillverkad av munblåst glas.<br/>- Vasen finns i  olika färger.<br/>- Från serien Kojo.<br/><br/> <h2>Skötselråd för vasen</h2><br/>- Endast handdisk.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-kojo-vase-large-5?quality=80&w=800,https://media.royaldesign.se/1/oyoy-kojo-vase-large-5?quality=80&w=800,"Produktinformation_Artikelnummer_337341,Produktinformation_Lev. artikelnummer_L300905,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Lavendel,Produktinformation_Material_Glas,Produktinformation_Diameter_24.5 cm,Produktinformation_Höjd_25 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kojo Vas 25 cm, Lavendel från OYOY | NordicDetails.se","Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar. ✓ Trygg leverans",https://royaldesign.se/kojo-vas-25-cm?p=337341
