Handle,Title,Body (HTML),Vendor,Product Category,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / Condition,Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Status
Svanefors Teddy Stolsdyna Offwhite D38cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/pim-item/batch/1588-46-002_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Hanne Stolsdyna Grå 42x41x3cm,Svanefors Hanne Stolsdyna Grå 42x41x3cm,"Ge din stol en stilren och bekväm uppgradering med denna enfärgade stolsdyna. Med en naturlig struktur och en rustik känsla, erbjuder den en tjock och mjuk skumfyllning som gör varje sittning behaglig. Dynan är designad med färgmatchade elastiska band som enkelt knyts runt stolens ryggstöd för en säker passform. Måtten är 42x41x3 cm, vilket gör den perfekt för de flesta stolar. Yttertyget är en härlig blandning av linne och bomull, och produkten är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att den är fri från skadliga ämnen. Ge din inredning en touch av komfort och stil!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-550,200.0,shopify,6,continue,manual,249,249,TRUE,TRUE,7332623417310,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-010.jpg,1,Svanefors Hanne Stolsdyna Grå 42x41x3cm,FALSE,Svanefors Hanne Stolsdyna Grå 42x41x3cm | Nordic Details,"Uppgradera din stol med vår stiliga stolsdyna! Mjuk skumfyllning, elastiska band och certifierat tyg för komfort och säkerhet. Perfekt passform!",female,adult,new,grå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-010.jpg,g,se_vat_25,96,TRUE,active
Svanefors Hanne Stolsdyna Grå 42x41x3cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-010_8.jpg,2,,,,,,,,,,,,,,
Svanefors Hanne Stolsdyna Grå 42x41x3cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-010_9.jpg,3,,,,,,,,,,,,,,
Svanefors Hanne Stolsdyna Röd 42x41x3cm,Svanefors Hanne Stolsdyna Röd 42x41x3cm,"Ge din stol en stilren och bekväm uppgradering med denna enfärgade stolsdyna. Med en naturlig struktur och en rustik känsla, erbjuder den en tjock och mjuk skumfyllning som gör varje sittning behaglig. Dynan är designad med färgmatchade elastiska band som enkelt knyts runt stolens ryggstöd för en säker passform. Måtten på 42x41x3 cm gör den perfekt för de flesta stolar. Tillverkad av en kvalitetsblandning av linne och bomull, är denna dyna också certifierad enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att den är fri från skadliga ämnen. Ge din inredning en touch av komfort och stil!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-551,330.0,shopify,6,continue,manual,249,249,TRUE,TRUE,7332623417297,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-004.jpg,1,Svanefors Hanne Stolsdyna Röd 42x41x3cm,FALSE,Svanefors Hanne Stolsdyna Röd 42x41x3cm | Nordic Details,"Uppgradera din stol med vår stiliga stolsdyna! Mjuk skumfyllning, elastiska band och OEKO-TEX® certifiering för säkerhet och komfort.",female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-004.jpg,g,se_vat_25,96,TRUE,active
Svanefors Hanne Stolsdyna Lin 42x41x3cm,Svanefors Hanne Stolsdyna Lin 42x41x3cm,"Ge din stol en stilren uppgradering med denna enfärgade stolsdyna som kombinerar naturlig struktur med en rustik känsla. Med en tjocklek på 3 cm och en mjuk skumfyllning, erbjuder den en bekväm sittupplevelse som gör varje stund vid bordet mer njutbar. Dynan är utrustad med färgmatchade elastiska band som enkelt knyts runt stolens ryggstöd för en säker passform. 

Måtten är 42x41x3 cm och yttertyget består av en hållbar blandning av linne och bomull. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att den är fri från skadliga ämnen. Perfekt för den medvetna konsumenten som värdesätter både stil och säkerhet.",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-552,200.0,shopify,6,continue,manual,249,249,TRUE,TRUE,7332623417303,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-021.jpg,1,Svanefors Hanne Stolsdyna Lin 42x41x3cm,FALSE,Svanefors Hanne Stolsdyna Lin 42x41x3cm | Nordic Details,Uppgradera din stol med vår stilrena stolsdyna! Mjuk skumfyllning och hållbart tyg ger komfort och säkerhet. Certifierad och elegant!,female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1486-46-021.jpg,g,se_vat_25,96,TRUE,active
Svanefors Lycke Stolsdyna Antracit D40cm,Svanefors Lycke Stolsdyna Antracit D40cm,"Ge din stol en stilren uppgradering med denna rund stolsdyna i elegant konstskinn. Med en diameter på 40 cm och en vacker dekorativ söm på framsidan, blir den ett perfekt komplement till ditt hem. Dynan är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är noggrant testad och fri från skadliga ämnen för både din hälsa och miljön. En praktisk och snygg detalj som enkelt kan torkas av med en fuktig trasa för att hålla den fräsch och fin.",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-553,10.0,shopify,30,continue,manual,349,349,TRUE,TRUE,7332623418911,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1284-46-122.jpg,1,Svanefors Lycke Stolsdyna Antracit D40cm,FALSE,Svanefors Lycke Stolsdyna Antracit D40cm | Nordic Details,"Ge din stol en stilren uppgradering med vår rund stolsdyna i konstskinn. Elegant design, OEKO-TEX-certifierad och lätt att rengöra!",female,adult,new,svart,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1284-46-122.jpg,g,se_vat_25,134,TRUE,active
Svanefors Hugo Kuddfodral Lin 45x45cm,Svanefors Hugo Kuddfodral Lin 45x45cm,"Ge din utomhusmiljö en stilren touch med detta eleganta kuddfodral. Tillverkat av Dralon, ett slitstarkt akrylfibertyg med teflonbeläggning, erbjuder det både ljusäkthet och väderbeständighet. Med måtten 45x45 cm är det perfekt för att skapa en inbjudande atmosfär på altanen eller i trädgården. Tyget är lätt att sköta och luftgenomsläppligt, vilket gör det till ett utmärkt val för utomhusbruk. Uppgradera din uteplats med detta funktionella och stiliga kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-554,117.0,shopify,179,continue,manual,349,349,TRUE,TRUE,7332623410540,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1216-47-121.jpg,1,Svanefors Hugo Kuddfodral Lin 45x45cm,FALSE,Svanefors Hugo Kuddfodral Lin 45x45cm | Nordic Details,Ge din uteplats en stilren touch med vårt väderbeständiga kuddfodral i Dralon. Lättskött och perfekt för utomhusbruk!,female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1216-47-121.jpg,g,se_vat_25,134,TRUE,active
Svanefors Moln Kuddfodral Grå 45x45cm,Svanefors Moln Kuddfodral Grå 45x45cm,"Ge din utomhusmiljö en stilren touch med vårt grå kuddfodral, perfekt för både balkongen och trädgården. Tillverkat av ett slitstarkt och väderbeständigt tyg, är detta kuddfodral designat för att stå emot elementen och behålla sin färg över tid. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning, som köps separat. Med måtten 45x45 cm är det en idealisk storlek för att skapa en inbjudande atmosfär. Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att det är fritt från skadliga ämnen för både hälsa och miljö. Skötselråd: Maskintvätt i 30 grader, undvik klorblekmedel och torktumling. Ge ditt utomhusutrymme en fräsch och trygg känsla med detta eleganta kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-555,110.0,shopify,4,continue,manual,399,399,TRUE,TRUE,7332623423984,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1548-47-010_1.jpg,1,Svanefors Moln Kuddfodral Grå 45x45cm,FALSE,Svanefors Moln Kuddfodral Grå 45x45cm | Nordic Details,"Ge din utomhusmiljö en stilren touch med vårt grå kuddfodral. Slitstarkt, väderbeständigt och OEKO-TEX® certifierat för trygghet och komfort!",female,adult,new,grå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1548-47-010_1.jpg,g,se_vat_25,153,TRUE,active
Svanefors Moln Kuddfodral Grå 45x45cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1548-47-010_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Bris Kuddfodral Beige 45x45cm,Svanefors Bris Kuddfodral Beige 45x45cm,"Ge din utomhusmiljö en stilren touch med vårt kuddfodral i beige från Svanefors. Tillverkat av ett klassiskt och slitstarkt tyg, är detta fodral både ljusäkta och väderbeständigt, vilket gör det perfekt för utomhusbruk. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning (säljs separat). Med måtten 45x45 cm passar det utmärkt i alla utemöbler. Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. Skapa en inbjudande atmosfär på din altan eller balkong med detta eleganta kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-556,110.0,shopify,4,continue,manual,399,399,TRUE,TRUE,7332623420501,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1547-47-124.jpg,1,Svanefors Bris Kuddfodral Beige 45x45cm,FALSE,Svanefors Bris Kuddfodral Beige 45x45cm | Nordic Details,"Ge din utomhusmiljö en stilren touch med vårt slitstarka, väderbeständiga kuddfodral i beige. Perfekt för altan eller balkong!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1547-47-124.jpg,g,se_vat_25,153,TRUE,active
Svanefors Bris Kuddfodral Beige 45x45cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1547-47-124_3m.jpg,2,,,,,,,,,,,,,,
Svanefors Moln Kuddfodral Beige 45x45cm,Svanefors Moln Kuddfodral Beige 45x45cm,"Ge din utomhusmiljö en stilren touch med vårt kuddfodral i beige från Svanefors. Tillverkat av ett klassiskt och slitstarkt tyg, är detta fodral både ljusäkta och väderbeständigt, vilket gör det perfekt för utomhusbruk. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning (säljs separat). Med måtten 45x45 cm passar det utmärkt i alla utemöbler. Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. Skapa en inbjudande atmosfär på din altan eller balkong med detta eleganta kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-557,110.0,shopify,4,continue,manual,399,399,TRUE,TRUE,7332623420525,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1548-47-124.jpg,1,Svanefors Moln Kuddfodral Beige 45x45cm,FALSE,Svanefors Moln Kuddfodral Beige 45x45cm | Nordic Details,"Ge din utomhusmiljö en stilren touch med vårt slitstarka, väderbeständiga kuddfodral i beige. Perfekt för alla utemöbler!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1548-47-124.jpg,g,se_vat_25,153,TRUE,active
Svanefors Moln Kuddfodral Beige 45x45cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1548-47-124_1m_BLANK_2.jpg,2,,,,,,,,,,,,,,
Svanefors Moln Kuddfodral Beige 45x45cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1548-47-124_3m.jpg,3,,,,,,,,,,,,,,
Svanefors Moln Kuddfodral Beige 45x45cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1548-47-124_4m.jpg,4,,,,,,,,,,,,,,
Svanefors Moln Kuddfodral Beige 45x45cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/uploads/1548-47-124/1548-47-124_4m.jpg,5,,,,,,,,,,,,,,
Svanefors Stiltje Kuddfodral Beige 44x44cm,Svanefors Stiltje Kuddfodral Beige 44x44cm,"Ge din utomhusmiljö en stilren touch med vårt kuddfodral, perfekt för alla väderförhållanden. Tillverkat av ett klassiskt och slitstarkt tyg, erbjuder det både ljusäkthet och väderbeständighet, vilket gör det idealiskt för utomhusbruk. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning (säljs separat). Med måtten 44x44 cm passar det utmärkt i din trädgård eller på balkongen. Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. Skapa en inbjudande atmosfär utomhus med detta eleganta kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-558,110.0,shopify,4,continue,manual,399,399,TRUE,TRUE,7332623424004,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1621-47-124_1.jpg,1,Svanefors Stiltje Kuddfodral Beige 44x44cm,FALSE,Svanefors Stiltje Kuddfodral Beige 44x44cm | Nordic Details,"Ge din utomhusmiljö en stilren touch med vårt väderbeständiga kuddfodral. Slitstarkt, certifierat och perfekt för trädgården eller balkongen!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1621-47-124_1.jpg,g,se_vat_25,153,TRUE,active
Svanefors Stiltje Kuddfodral Beige 44x44cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1621-47-124_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Kuling Kuddfodral Beige 44x44cm,Svanefors Kuling Kuddfodral Beige 44x44cm,"Ge din utomhusmiljö en stilren touch med vårt kuddfodral, perfekt för alla väderförhållanden. Tillverkat av ett slitstarkt och ljusäkta tyg, är detta fodral designat för att klara av utomhusbruk. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning, som köps separat. Med måtten 44x44 cm passar det utmärkt på din uteplats eller balkong. Tyget är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. Håll det fräscht med maskintvätt i 40 grader – enkelt och praktiskt!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-559,110.0,shopify,4,continue,manual,399,399,TRUE,TRUE,7332623424882,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1633-47-124_1.jpg,1,Svanefors Kuling Kuddfodral Beige 44x44cm,FALSE,Svanefors Kuling Kuddfodral Beige 44x44cm | Nordic Details,"Ge din utomhusmiljö stil med vårt slitstarka kuddfodral. Ljusäkta, väderbeständigt och OEKO-TEX® certifierat. Perfekt för uteplatsen!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1633-47-124_1.jpg,g,se_vat_25,153,TRUE,active
Svanefors Kuling Kuddfodral Beige 44x44cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/uploads/1633-47-124/1633-47-124_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Dis Kuddfodral Beige 50x50cm,Svanefors Dis Kuddfodral Beige 50x50cm,"Ge din utomhusmiljö en stilren touch med vårt kuddfodral, perfekt för utomhusbruk. Tillverkat av ett klassiskt och slitstarkt tyg, erbjuder det både ljusäkthet och väderbeständighet, vilket gör det idealiskt för alla väderförhållanden. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning (säljs separat). 

Med måtten 50x50 cm är detta kuddfodral en utmärkt detalj för din uteplats eller balkong. Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att det är fritt från skadliga ämnen för både hälsa och miljö. 

Skapa en inbjudande atmosfär utomhus med detta eleganta och funktionella kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-560,100.0,shopify,4,continue,manual,379,379,TRUE,TRUE,7332623420549,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1549-47-124.jpg,1,Svanefors Dis Kuddfodral Beige 50x50cm,FALSE,Svanefors Dis Kuddfodral Beige 50x50cm | Nordic Details,"Ge din uteplats en stilren touch med vårt väderbeständiga kuddfodral. Slitstarkt, ljusäkta och OEKO-TEX® certifierat för trygghet.",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1549-47-124.jpg,g,se_vat_25,146,TRUE,active
Svanefors Dis Kuddfodral Beige 50x50cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1549-47-124_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Dis Kuddfodral Beige 50x50cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1549-47-124_3m.jpg,3,,,,,,,,,,,,,,
Svanefors Dis Kuddfodral Beige 50x50cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/uploads/1549-47-124/1549-47-124_4m.jpg,4,,,,,,,,,,,,,,
Svanefors Dis Kuddfodral Svart 50x50cm,Svanefors Dis Kuddfodral Svart 50x50cm,"Ge din utomhusmiljö en stilren touch med vårt svarta kuddfodral, perfekt för både balkongen och trädgården. Tillverkat av ett slitstarkt tyg som står emot väder och vind, är detta fodral designat för att hålla. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning, som köps separat. Med måtten 50x50 cm passar det utmärkt i alla utomhusmöbler. 

Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är fritt från skadliga ämnen och tryggt för både dig och miljön. Skötselråden är enkla: tvätta i 30 grader och undvik klorblekmedel. Ge ditt utomhusutrymme en fräsch och inbjudande känsla med detta eleganta kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-561,100.0,shopify,4,continue,manual,379,379,TRUE,TRUE,7332623423960,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-47-009_1.jpg,1,Svanefors Dis Kuddfodral Svart 50x50cm,FALSE,Svanefors Dis Kuddfodral Svart 50x50cm | Nordic Details,"Ge din utomhusmiljö en stilren touch med vårt svarta kuddfodral. Slitstarkt, väderbeständigt och OEKO-TEX® certifierat för trygghet och komfort!",female,adult,new,svart,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-47-009_1.jpg,g,se_vat_25,146,TRUE,active
Svanefors Dis Kuddfodral Svart 50x50cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-47-009_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Dis Kuddfodral Svart 50x50cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-47-009_2m.jpg,3,,,,,,,,,,,,,,
Svanefors Dis Kuddfodral Marin 50x50cm,Svanefors Dis Kuddfodral Marin 50x50cm,"Ge din utomhusmiljö en stilren uppgradering med vårt kuddfodral i marinblått! Tillverkat av ett slitstarkt och väderbeständigt tyg, är detta fodral perfekt för att skapa en inbjudande atmosfär på altanen eller balkongen. För bästa komfort rekommenderar vi att du använder en innerkudde med syntetfyllning, som köps separat. Med måtten 50x50 cm passar det utmärkt i alla utomhusmöbler. Dessutom är tyget certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. Skötselråd: Maskintvätt i 30 grader, undvik klorblekmedel och torktumling. Låt ditt utomhusområde stråla med detta eleganta kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-562,100.0,shopify,4,continue,manual,379,379,TRUE,TRUE,7332623423946,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-47-888_1.jpg,1,Svanefors Dis Kuddfodral Marin 50x50cm,FALSE,Svanefors Dis Kuddfodral Marin 50x50cm | Nordic Details,"Uppgradera din utomhusmiljö med vårt marinblå kuddfodral! Slitstarkt, väderbeständigt och OEKO-TEX® certifierat. Perfekt för altanen!",female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/batch/1549-47-888_1.jpg,g,se_vat_25,146,TRUE,active
Svanefors Dis Kuddfodral Marin 50x50cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/pim-item/uploads/1549-47-888/1549-47-888_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Multiband 3m Transparant 7cm,Svanefors Multiband 3m Transparant 7cm,"Ge dina gardiner en ny dimension med vårt mångsidiga multiband! Det gör det enkelt att hänga upp gardinerna på olika sätt – antingen direkt i hällorna eller med fingerkrokar och ringar på din gardinstång. Oavsett vilken typ av stång du har, passar detta band perfekt. Med en längd på 3 meter är det tillräckligt för ett par gardiner, vilket gör det till ett praktiskt val för ditt hem. Låt din inredning stråla med stil och funktionalitet!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-INR-025,34.0,shopify,202,continue,manual,79,79,TRUE,TRUE,7332623420167,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/0700-89-000.jpg,1,Svanefors Multiband 3m Transparant 7cm,FALSE,Svanefors Multiband 3m Transparant 7cm | Nordic Details,Ge dina gardiner nytt liv med vårt mångsidiga multiband! Enkelt att hänga upp och passar alla gardinstänger. Perfekt för stil och funktion!,female,adult,new,transparant,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/0700-89-000.jpg,g,se_vat_25,30,TRUE,active
Svanefors Multiband 3m Transparant 7cm,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/0700-89-000_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Handkräm 250ml,Svanefors Handkräm 250ml,"Ge dina händer den omtanke de förtjänar med vår lyxiga handkräm. Denna fuktgivande formula gör huden mjuk och smidig, samtidigt som den omfamnar dig med en uppfriskande doft av citrongräs. Med en praktisk flaska på 250 ml är den perfekt att ha nära till hands, oavsett om du är hemma eller på språng. Skäm bort dina händer och njut av en känsla av fräschör och välmående!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-INR-026,250.0,shopify,6,continue,manual,279,279,TRUE,TRUE,7332623418003,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1493-89-000.jpg,1,Svanefors Handkräm 250ml,FALSE,Svanefors Handkräm 250ml | Nordic Details,Skäm bort dina händer med vår lyxiga handkräm! Fuktgivande formula med citrongräsdoft. Perfekt för hemmet eller på språng. 250 ml av ren omtanke!,female,adult,new,transparant,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1493-89-000.jpg,g,se_vat_25,107,TRUE,active
Svanefors Handkräm 250ml,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1493-89-000_9.jpg,2,,,,,,,,,,,,,,
Svanefors Handkräm 250ml,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1493-89-000_m6.jpg,3,,,,,,,,,,,,,,
Svanefors Handkräm Sand 250ml,Svanefors Handkräm Sand 250ml,"Ge dina händer den omtanke de förtjänar med vår lyxiga handkräm. Denna fuktgivande formula gör huden mjuk och smidig, samtidigt som den omfamnar dig med en uppfriskande doft av citrongräs. Med en praktisk flaska på 250 ml är den perfekt att ha nära till hands, oavsett om du är hemma eller på språng. Skäm bort dina händer och njut av en känsla av välbefinnande varje dag!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-INR-027,250.0,shopify,6,continue,manual,279,279,TRUE,TRUE,7332623421706,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1572-89-124.jpg,1,Svanefors Handkräm Sand 250ml,FALSE,Svanefors Handkräm Sand 250ml | Nordic Details,"Skäm bort dina händer med vår lyxiga handkräm! Fuktgivande formula med citrongräsdoft, perfekt för mjuka och smidiga händer. 250 ml av ren omtanke!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1572-89-124.jpg,g,se_vat_25,107,TRUE,active
Svanefors Handkräm Sand 250ml,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1572-89-124_1m.jpg,2,,,,,,,,,,,,,,
Svanefors Handkräm Sand 250ml,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1572-89-124_2m.jpg,3,,,,,,,,,,,,,,
Svanefors Handkräm Sand 250ml,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1572-89-124_3m.jpg,4,,,,,,,,,,,,,,
