Brand,Name,Availability,Description,Details,Over Category,Subcategory,ID,Related IDs,Images,Meta Title,Meta Description,Artikel Nummer
Mumin,Misan-espressoburk,Finns Lager,"<div>En espressoburk i plåt. Burken har ett tättslutande lock med spännlås och är till storleken lite lägre än vår klassiska kaffeburk. Motivet har fått sitt namn efter Misan, Muminmammans hemhjälp. Handdisk och noggrann torkning.</div>","Produktinformation_Art._nummer_61256248,Produktinformation_Färg_Rosa,Produktinformation_Material_Plåt,Produktinformation_Skötsel_Handdisk, noggrann torkning,Produktinformation_Mått_15 x 15 x 8 cm,Produktinformation_Vikt_0,21 kg,Produktinformation_EAN_6416550227127",Förvara,Plåtburkar,61256248,"61256263,61273045","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256248_02_webstore_qrgth0.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256248_01_webstore_afcwkh.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256248_05_webstore_bni2ys.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256248_06_webstore_hlviw4.jpg?_i=AB",Mumin Misan-espressoburk | NordicDetails.se,"En espressoburk i plåt. Burken har ett tättslutande lock med spännlås och är till storleken lite lägre än vår klassiska kaffeburk. Motivet har fått sitt namn efter Misan, Muminmammans hemhjälp. Handdisk och noggrann torkning.",61256248
Mumin,Skogsutflykt-kaffefilterburk rosa,Finns Lager,"<div>En milt rosa, praktisk kaffefilterburk med lock i plåt. Välbekanta muminfigurer tillsammans med ljusa färger skapar motivet Skogsutflykt. De olika färgerna i serien fungerar utmärkt var för sig eller tillsammans. Handdisk och noggrann torkning.</div>","Produktinformation_Art._nummer_61256237,Produktinformation_Material_Plåt,Produktinformation_Skötsel_Handdisk och noggrann torkning,Produktinformation_Vikt_0,18 kg,Produktinformation_EAN_6416550226571",Förvara,Plåtburkar,61256237,"61273045,61256623,61256624,61256263","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256237_01_webstore_lsgbq8.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256237_02_webstore_ivzrfw.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256237_03_webstore_fxa13s.jpg?_i=AB",Mumin Skogsutflykt-kaffefilterburk rosa | NordicDetails.se,"En milt rosa, praktisk kaffefilterburk med lock i plåt. Välbekanta muminfigurer tillsammans med ljusa färger skapar motivet Skogsutflykt. De olika färgerna i serien fungerar utmärkt var för sig eller tillsammans. Handdisk och noggrann torkning.",61256237
Mumin,Basic-kaffeburk Mumin blå,Finns Lager,"<div>En klassisk kaffeburk, där Mumintrollets bild står i centrum mot den blå bakgrunden. Kaffeburken har ett tätt lock och spännlås. Handdisk och noggrann torkning.</div>","Produktinformation_Art._nummer_61273045,Produktinformation_Material_Plåt,Produktinformation_Skötsel_Handdisk och noggrann torkning,Produktinformation_Vikt_0,225 kg,Produktinformation_EAN_6416550226656",Förvara,Plåtburkar,61273045,"61256237,61256623,61256624,61256214,61256248","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_01_webstore_u0txqd.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_02_webstore_pa6vbq.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_03_webstore_zf8blc.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_06_webstore_enponc.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_07_webstore_hoagxs.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_08_webstore_i0eudg.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_01_webstore_u0txqd.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_02_webstore_pa6vbq.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_03_webstore_zf8blc.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_06_webstore_enponc.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_07_webstore_hoagxs.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273045_08_webstore_i0eudg.jpg?_i=AB",Mumin Basic-kaffeburk Mumin blå | NordicDetails.se,"En klassisk kaffeburk, där Mumintrollets bild står i centrum mot den blå bakgrunden. Kaffeburken har ett tätt lock och spännlås. Handdisk och noggrann torkning.",61273045
Mumin,Figurer-rund teburk,Finns Lager,"<div>Rund, vit plåtburk med en lång rad härliga muminfigurer i kanten nedtill. Burken har ett rött, tättslutande snäpplock i plast. Höjd 13 cm. Handdisk. Noggrann torkning.</div>","Produktinformation_Art._nummer_61273042,Produktinformation_Färg_Röd, vit, flerfärgad,Produktinformation_Material_Plåt, plast (PP),Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Mått_11 x 13 x 9 cm,Produktinformation_Vikt_0,115 kg,Produktinformation_EAN_6416550223266",Förvara,Plåtburkar,61273042,"61273041,61273027,61273019,61273015,61273013,61273010,61273014,61273025,61297007","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273042_02_webstore_fkbps3.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273042_01_webstore_wfbnof.jpg?_i=AB",Mumin Figurer-rund teburk | NordicDetails.se,"Rund, vit plåtburk med en lång rad härliga muminfigurer i kanten nedtill. Burken har ett rött, tättslutande snäpplock i plast. Höjd 13 cm. Handdisk. Noggrann torkning.",61273042
Mumin,Figurer-rund kaffeburk,Finns Lager,"<div>Rund, vit plåtburk med en lång rad härliga muminfigurer i kanten nedtill. Burken har ett rött, tättslutande snäpplock i plast. Höjd 20 cm. Handdisk. Noggrann torkning.</div>","Produktinformation_Art._nummer_61273041,Produktinformation_Färg_Röd, vit, flerfärgad,Produktinformation_Material_Plåt, plast (PP),Produktinformation_Skötsel_Handdisk,Produktinformation_Mått_14 x 20 x 11 cm,Produktinformation_Vikt_0,2 kg,Produktinformation_EAN_6416550223259",Förvara,Plåtburkar,61273041,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273041_01_webstore_brii8f.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273041_02_webstore_zeu8ix.jpg?_i=AB",Mumin Figurer-rund kaffeburk | NordicDetails.se,"Rund, vit plåtburk med en lång rad härliga muminfigurer i kanten nedtill. Burken har ett rött, tättslutande snäpplock i plast. Höjd 20 cm. Handdisk. Noggrann torkning.",61273041
Mx Home,Koti Julris-plåtburk,Finns Lager,"<div>En stor, rund plåtburk med det vackra motivet Julris, som ger uttryck åt den nostalgiska julkänslan på ett modernt sätt. Perfekt till förvaring av pepparkakor men också till att ge dem som present. Plåtburken fungerar även som förpackning för att skapa en liten presentkorg – fyll burken med godis, ett par strumpor och ett handskrivet kort. Handdisk och noggrann torkning.</div>","Produktinformation_Art._nummer_50051685,Produktinformation_Material_Plåt,Produktinformation_Skötsel_Handdisk,nogrann torkning,Produktinformation_Mått_17 x 16 x 17 cm,Produktinformation_Vikt_0,285 kg,Produktinformation_EAN_6416550225826",Inreda,Bruksföremål,50051685,"50051681,50051686,50051683,50051684,50051679","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051685_01_webstore_z50w6g.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051685_02_webstore_rznpqo.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051685_03_webstore_hln1hs.jpg?_i=AB",Koti Julris-plåtburk | NordicDetails.se,"En stor, rund plåtburk med det vackra motivet Julris, som ger uttryck åt den nostalgiska julkänslan på ett modernt sätt. Perfekt till förvaring av pepparkakor men också till att ge dem som present. Plåtburken fungerar även som förpackning för att skapa en",50051685
Mx Home,Koti Julris-kaffeburk,Finns Lager,"<div>En klassisk kaffeburk i plåt, med det vackra motivet Julris, som ger uttryck åt den nostalgiska julkänslan på ett modernt sätt. Slå in kaffet du ger i julklapp i denna vackra och praktiska kaffeburk. Burken har ett tättslutande lock med spännlås. Handdisk och noggrann torkning.</div>","Produktinformation_Art._nummer_50051684,Produktinformation_Material_Plåt,Produktinformation_Skötsel_Handdisk,nogrann torkning,Produktinformation_Mått_15 x 20 x 8 cm,Produktinformation_Vikt_0,225 kg,Produktinformation_EAN_6416550225819",Förvara,Plåtburkar,50051684,"50051685,50051681,50051683,50051679,50051686","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051684_01_webstore_uvkoeq.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051684_02_webstore_jltmzf.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051684_03_webstore_eusdyj.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051684_04_webstore_ebscxn.jpg?_i=AB",Koti Julris-kaffeburk | NordicDetails.se,"En klassisk kaffeburk i plåt, med det vackra motivet Julris, som ger uttryck åt den nostalgiska julkänslan på ett modernt sätt. Slå in kaffet du ger i julklapp i denna vackra och praktiska kaffeburk. Burken har ett tättslutande lock med spännlås. Handdisk",50051684
Mumin,Muminhuset figurer burk,Finns Lager,"<div>Plåtburk i Muminhusets färg och form, med Mumintrollet och hans vänner och familj på. Burkens lock är format som taket på Muminhuset. Handdisk och noggrann torkning rekommenderas. Burkens diameter är 13 cm.</div>","Produktinformation_Art._nummer_61273030,Produktinformation_Färg_Flerfärgad,Produktinformation_Material_Plåt,Produktinformation_Skötsel_Handdisk, noggrann torkning,Produktinformation_Mått_13,5 x 19 x 13,5 cm,Produktinformation_Vikt_0,205 kg,Produktinformation_EAN_6416550219825",Inreda,Bruksföremål,61273030,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273030_04_webstore_mbvgsz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273030_06_webstore_sm47gr.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273030_03_webstore_ss1e1t.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273030_02_webstore_bxxnwo.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273030_05_webstore_rxkb0p.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273030_01_webstore_csy0jr.jpg?_i=AB",Mumin Muminhuset figurer burk | NordicDetails.se,"Plåtburk i Muminhusets färg och form, med Mumintrollet och hans vänner och familj på. Burkens lock är format som taket på Muminhuset. Handdisk och noggrann torkning rekommenderas. Burkens diameter är 13 cm.",61273030
Mumin,Gömd-lunchbox oliv,Ej Lager,"<div>En mörkgrön lunchlåda i BPA-fri pp-plast, med gångjärnslock med spänne. Locket är mönstrat med Stinky. Inuti lådan finns en löstagbar avdelare. Handdisk rekommenderas.</div>","Produktinformation_Art._nummer_61243312,Produktinformation_Material_Plast (PP),Produktinformation_Skötsel_Handdisk rekommenderas.,Produktinformation_Mått_16,5 x 6,5 x 11,5 cm,Produktinformation_Vikt_0,15 kg,Produktinformation_EAN_6416550226120",Förvara,Övriga burkar,61243312,"61243311,61243309","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61243312_01_webstore_adyfc6.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61243312_02_webstore_z9wpph.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61243312_03_webstore_l7fsym.jpg?_i=AB",Mumin Gömd-lunchbox oliv | NordicDetails.se,"En mörkgrön lunchlåda i BPA-fri pp-plast, med gångjärnslock med spänne. Locket är mönstrat med Stinky. Inuti lådan finns en löstagbar avdelare. Handdisk rekommenderas.",61243312
Koti,Trädgård-keramikburk,Finns Lager,"<div>En burk i keramik med bambulock och tätning i silikon. Till förvaring i köket och i trädgården. Utan lock fungerar burken även utmärkt som kruka för t.ex. örter. Keramiska delen tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50051577,Produktinformation_Material_Keramik, bambu, silikon,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_11 x 12 x 11 cm,Produktinformation_Vikt_0,625 kg,Produktinformation_EAN_6416550225864",Inreda,Bruksföremål,50051577,"50051576,50051574,50051575","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_01_webstore_aqetzb.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_07_webstore_dvvdzx.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_10_webstore_d5kzsh.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_06_webstore_d0ltko.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_01_webstore_aqetzb.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_02_webstore_dywqlz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_03_webstore_quaddu.jpg?_i=AB",Koti Trädgård-keramikburk | NordicDetails.se,"En burk i keramik med bambulock och tätning i silikon. Till förvaring i köket och i trädgården. Utan lock fungerar burken även utmärkt som kruka för t.ex. örter. Keramiska delen tål ugn, mikro och diskmaskin.",50051577
Mumin,Figurer-förvaringspåse,Finns Lager,"<div>En förvaringspåse tillverkad i BPA-fri, livsmedelsklassad peva-plast. Påsen är färgglatt dekorerad med det glada mumingänget ovanför texten 'Can we eat what we already have in our mouths?' -Sniff-. Påsen är återförslutningsbar med ziplås och den tål frys eller värme upp till 50 grader. Handdisk rekommenderas.</div>","Produktinformation_Art._nummer_61273027,Produktinformation_Färg_Vit, flerfärgad,Produktinformation_Material_Plast (PEVA),Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Mått_26 x 18 x 6 cm,Produktinformation_Vikt_0,06 kg,Produktinformation_EAN_6416550224966",Förvara,Övriga burkar,61273027,"61273042,61273041,61273015,61273013,61273010,61273014,61273025,61273019,61297007","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273027_03_webstore_zmzzik.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273027_02_webstore_akuwxe.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273027_01_webstore_wratgj.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61273027_04_webstore_oudafo.jpg?_i=AB",Mumin Figurer-förvaringspåse | NordicDetails.se,"En förvaringspåse tillverkad i BPA-fri, livsmedelsklassad peva-plast. Påsen är färgglatt dekorerad med det glada mumingänget ovanför texten 'Can we eat what we already have in our mouths?' -Sniff-. Påsen är återförslutningsbar med ziplås och den tål frys ",61273027
CupOfTherapy,Förvaringspåse M,Finns Lager,"<div>En praktisk förvaringspåse i livsmedelsklassad, BPA-fri PEVA-plast med ett mysigt CupOfTherapy-motiv. 'Enjoy the morning air' står det bredvid bilden. Påsen är återförslutningsbar med ziplås och den tål frys och värme upp till 50 grader. Volym 9 dl. Handdisk rekommenderas. Kort om CupOfTherapy: Konceptet skapades 2017 av den finska psykoterapeuten Antti Ervasti, tillsammans med den prisbelönta illustratören Matti Pikkujämsä. Genomtänkta och insiktsfulla små texter kombineras med varma och öppenhjärtiga illustrationer, som berör det psykiska välmåendet och påminner oss om att vi är perfekta precis som vi är!</div>","Produktinformation_Art._nummer_61350215,Produktinformation_Material_Plast (PEVA),Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Vikt_0,04 kg,Produktinformation_EAN_6416550226748",Förvara,Övriga burkar,61350215,"61350213,61350216,61350214","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350215_01_webstore_nlcnzf.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350215_02_webstore_udjncy.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350215_06_webstore_pvsxlj.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350215_02_webstore_nhpacs.jpg?_i=AB",CupOfTherapy Förvaringspåse M | NordicDetails.se,"En praktisk förvaringspåse i livsmedelsklassad, BPA-fri PEVA-plast med ett mysigt CupOfTherapy-motiv. 'Enjoy the morning air' står det bredvid bilden. Påsen är återförslutningsbar med ziplås och den tål frys och värme upp till 50 grader. Volym 9 dl. Handd",61350215
CupOfTherapy,Förvaringspåse L,Finns Lager,"<div>En praktisk förvaringspåse i livsmedelsklassad, BPA-fri PEVA-plast med ett mysigt CupOfTherapy-motiv. 'Challenges are the spice of life' står det bredvid bilden. Påsen är återförslutningsbar med ziplås och den tål frys och värme upp till 50 grader. Volym 1,8 liter. Handdisk rekommenderas. Kort om CupOfTherapy: Konceptet skapades 2017 av den finska psykoterapeuten Antti Ervasti, tillsammans med den prisbelönta illustratören Matti Pikkujämsä. Genomtänkta och insiktsfulla små texter kombineras med varma och öppenhjärtiga illustrationer, som berör det psykiska välmåendet och påminner oss om att vi är perfekta precis som vi är!</div>","Produktinformation_Art._nummer_61350216,Produktinformation_Material_Plast (PEVA),Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Vikt_0,06 kg,Produktinformation_EAN_6416550226755",Förvara,Övriga burkar,61350216,"61350213,61350215,61350214","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350216_01_webstore_sitnia.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350216_02_webstore_dkbfli.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350216_03_webstore_eo9a1w.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350216_04_webstore_v2thya.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61350216_06_webstore_tmirdx.jpg?_i=AB",CupOfTherapy Förvaringspåse L | NordicDetails.se,"En praktisk förvaringspåse i livsmedelsklassad, BPA-fri PEVA-plast med ett mysigt CupOfTherapy-motiv. 'Challenges are the spice of life' står det bredvid bilden. Påsen är återförslutningsbar med ziplås och den tål frys och värme upp till 50 grader. Volym ",61350216
